상호,주소,별점,메뉴
백미원 건대점,"서울 광진구 아차산로 224 1층 2,3호",3.9,"마량향궈 （2-3인 세트）(35,000원), 마라향궈 （1-2인 세트）(24,000원), 뚝배기 마라탕 （1인 세트）(12,000원), 뚝배기 쌀국수(10,500원), 뚝배기 마라탕 （2-3인세트）(25,000원), 충칭소면(9,900원), 쏸라펀(9,900원), 쏸채위＋밥(19,900원), 쉐이주위＋밥(21,000원), 부추새우딤섬5p(9,000원), 샤오마이6p(9,000원), 새우딤섬5p(9,000원), 소고기볶음면(13,000원), 소고기볶음면(13,000원), 꿔바로우(18,000원), 새우아스파라거스 5p(9,000원), 홍콩식 셔오마이 6p(9,000원), 공기밥(1,500원), 환타오랜지 355mL(2,000원), 콜라 355mL(2,000원), 사이다 355mL(2,000원), 환타파인애플 355mL(2,000원), 빙홍차 500mL(3,000원), 빙녹차 500mL(3,000원), 차파이 500mL(3,000원), 코코넛밀크 245mL(3,000원)"
구구향훠궈 건대직영점,서울 광진구 동일로18길 62,4.3,"훠궈 샤브샤브 무한리필 (성인)(24,900원)"
주하객잔 구의점,서울 광진구 아차산로57길 5-1 1층,4.7,"1. 주하탕수육+식사 택 1(22,900원), 2. 주하탕수육+식사 택 2(32,400원), 3. 주하탕수육+매콤쟁반짜장(2인)(37,300원), 5. 주하깐풍기+식사 택 1(29,900원), 8. 주하깐풍기+양장피(48,800원), 주하짜장면(8,400원), 소고기짬뽕（노른자 풀어드세요）(11,900원), 주하짬뽕(11,400원), 주하탕수육(19,400원), 주하깐풍기(23,400원), 4. 주하탕수육+양장피(44,800원), 6. 주하깐풍기+식사 택 2(36,400원), 7. 주하깐풍기+매콤쟁반짜장(2인)(41,300원), 고추짜장면(9,400원), 매콤쟁반짜장（2인）(19,900원), 해물볶음짬뽕（2인）(20,900원), 백짬뽕(11,400원), 고추짬뽕(12,400원), 마라짬뽕（＋땅콩 함유）(13,400원), 마라백탕면(12,400원), 주하짜장밥(8,400원), 새우볶음밥(10,400원), 게살볶음밥(10,400원), 중화비빔밥(11,400원), 마파두부덮밥(10,400원), 소고기잡채밥(11,400원), 매콤탕수육(20,400원), 칠리탕수육（볶아서 나갑니다）(21,400원), 유린기(23,400원), 칠리（깐쇼） 중새우(22,400원)"
홍콩반점0410 건대입구역점,서울 광진구 아차산로 221 2층,2.7,"[NEW]깐풍새우(20,900원), 탕수육（1박스）（소스 별도포장）(17,800원), 고기고기 세트(15,500원), [1인분]알찬 미니탕수육 세트(21,800원), [2000원 인하] 2인세트(33,300원), 짜장면(7,000원), 고추짜장(8,500원), 짬뽕（면 별도포장）(8,800원), 고기짜장(9,000원), 짜장밥（국물제공）(9,500원), 군만두(6,000원), 요리세트(28,400원), 쟁반짜장2인+미니탕수육 세트(29,800원), [2000원 인하] 쟁반짜장세트(36,300원), [NEW]크림새우(20,900원), [쫀득쫀득] 꿔바로우(19,900원), [매콤달콤] 깐풍기(19,900원), 고추짬뽕（면 별도포장）(9,900원), 쟁반짜장（2인분）(17,000원), 고기짬뽕 （면 별도포장）(10,500원), 짬뽕밥（밥 별도포장）(8,800원), 고추짬뽕밥（밥 별도포장）(9,900원), 고기짬뽕밥 （밥 별도포장）(10,500원), 단팥춘권(3,000원), 해쉬브라운（감자튀김）_소스X(2,500원), 탕수육（1박스＋1박스）（소스 별도포장）(27,800원), 해물육교자(7,000원), 연유꽃빵(5,000원), 멘보샤（중국식 새우토스트）(9,900원), 만만춘（250ml）(15,000원)"
동화장,서울 광진구 능동로 320 1층,4.5,"짜장(7,000원), 간짜장(8,000원), 짬뽕(8,000원), 우동(8,000원), 울면(8,000원), 기스면(12,000원), 삼선짜장(10,000원), 삼선짬뽕(12,000원), 삼선우동(12,000원), 군만두(6,000원), 짜장밥(8,000원), 짬뽕밥(8,000원), 볶음밥(8,000원), 삼선볶음밥(11,000원), 새우볶음밥(11,000원), 오므라이스(9,000원), 잡채밥(9,000원), 송이덮밥(10,000원), 탕수육(소)(17,000원), 팔보채(35,000원)"
시홍쓰,서울 광진구 능동로17길 5 1층,4.6,"토마토계란 덮밥(9,500원), 20번의탄탄면(11,000원), 마파가지튀김(12,000원), 마파두부밥(12,000원), 마파두부면(13,000원)"
전 중화닭날개구이,서울 광진구 동일로18길 65 1층,4.2,"닭날개구이 (매운맛)(7,000원), 닭날개구이 (마라맛)(7,000원), 마라쪽갈비(7,000원), 특색오돌뼈(6,000원), 신강양꼬치(5,000원)"
해월양꼬치,서울 광진구 동일로18길 51,3.6,"양꼬치(16,000원), 양갈비살(22,000원), 양깃머리(20,000원), 소힘줄(15,000원), 양진(16,000원), 탕수육(19,000원), 경장육슬(20,000원), 향라새우(18,000원), 즈란혈관(18,000원), 돼지고기튀김볶음(20,000원), 개구리다리튀김(18,000원), 철판소고기(20,000원), 마파두부(16,000원), 지삼선(18,000원), 향라육슬(19,000원), 막창볶음(18,000원), 칠리새우(20,000원), 홍소갈비(18,000원), 토마토계란볶음(18,000원), 조개살볶음(20,000원), 어향가지(18,000원)"
향만원,서울 광진구 자양로19길 42 1층,3.9,"미니찹쌀탕수육(14,000원), 미니꿔바러우(19,000원), 미니깐풍기(19,000원), 크림알새우(16,000원), 칠리알새우(16,000원), 깐풍알새우(16,000원), 미니찹쌀탕수육 + 간짜장1(22,000원), 찹쌀탕수육＋짜장2(28,000원), 찹쌀탕수육＋쟁반짜장2(32,000원), 찹쌀탕수육＋짜장＋짬뽕(31,000원), 짜장(7,000원), 간짜장(8,500원), 해물쟁반짜장(9,000원), 해물짬뽕곱배기(10,000원), 찹쌀탕수육(20,000원), 미니유린기(19,000원), 육즙샤오룽빠우(6,000원), 군만두(6,000원), 짜장면＋군만두（4）＋콜라(12,000원), 해물짬뽕＋군만두（4）(12,000원), 미니찹쌀탕수육 + 짜장1(21,000원), 미니찹쌀탕수육 + 해물짱뽕1(23,000원), 미니찹쌀탕수육 + 볶음밥1(22,000원), 미니찹쌀탕수육 + 해물쟁반짜장1(23,000원), 미니찹쌀탕수육 + 얼큰소양짬뽕1(24,000원), 미니찹쌀탕수육 + 마라해물쟁반짜장1(24,000원), 미니찹쌀탕수육 +  고기짬뽕1(24,000원), 미니꿔바러우 +  짜장1(25,000원), 미니꿔바러우 + 간짜장1(26,000원), 미니꿔바러우+볶음밥1(27,000원)"
채린중국요리,서울 광진구 용마산로1길 113 1층,3.2,"차돌짬뽕(12,000원), 튀김 짬뽕(10,000원), 육계장(8,000원), 제육덮밥(10,000원), 차돌볶음밥(12,000원), 쟁반짜장(8,000원), 쟁반짬뽕(9,000원), 콩나물 짬뽕(9,000원), 매운볶음밥(9,000원), 돈까스(8,000원), 얼큰짬뽕(8,000원), 나가사끼짬뽕(11,000원), 돈까스짬뽕(10,000원), 새우볶음밥(10,000원), 마파두부밥(9,000원), 꽃게짬뽕(10,000원), 홍합짬뽕(10,000원), 왕새우짬뽕(11,000원), 사천짜장(9,000원), 유니짜장(9,000원), 굴짬뽕(하얀)(10,000원)"
진미훠궈,서울 광진구 아차산로31길 9-1 2층,4.6,"성인(1인)(20,900원), 초등학생(12,900원), 7세미만(5,900원)"
중경소면관,서울 광진구 아차산로30길 42 1층,2.6,"짜장면(7,000원), 중경소면(6,000원), 동북양장피(16,000원), 매운가재볶음(30,000원), 돼지곱창볶음(16,000원)"
석기시대짜장마을,서울 광진구 군자로 111 2층,4.3,"짜장면(4,000원), 간짜장(4,500원), 짬뽕(4,500원), 쟁반짜장(5,500원), 볶음짬뽕(6,000원), 짜장밥(5,000원), 짬뽕밥(5,500원), 짬짜면(6,000원), 탕짜면(8,000원), 군만두(4,000원), 탕수육(10,000원), 탕수육+짜장2 세트(14,000원), 탕수육+짬뽕2 세트(15,000원), 탕수육+쟁반짜장2 세트(18,000원), 탕수육+볶음짬뽕2 세트(19,000원)"
주하객잔 광장점,서울 광진구 아차산로78길 170 한강빌딩 1층 104호,3.3,"1. 주하탕수육 + 식사 택 1(25,900원), 2. 주하탕수육 + 식사 택 2(32,400원), 3. 주하탕수육 + 매콤쟁반짜장(2인)(37,300원), 주하짜장면(8,400원), 소고기짬뽕(노른자 풀어드세요)(12,400원), 매콤쟁반짜장(2인)(19,900원), 해물볶음짬뽕(2인)(20,900원), 주하짬뽕(11,400원), 게살볶음밥(10,400원), 팔보채(팔보라조)(30,400원), 4. 주하탕수육 + 양장피(44,800원), 5. 주하깐풍기 + 식사 택 1(29,900원), 6. 주하깐풍기 + 식사 택 2(36,400원), 7. 주하깐풍기 + 매콤쟁반짜장(2인)(41,300원), 8. 주하깐풍기 + 양장피(48,800원), 고추짜장면(9,400원), 백짬뽕(11,400원), 고추짬뽕(12,400원), 마라짬뽕(+땅콩 함유)(13,400원), 마라백탕면(12,400원), 주하짜장밥(8,400원), 새우볶음밥(10,400원), 중화비빔밥(11,400원), 마파두부덮밥(10,400원), 소고기잡채밥(11,400원), 유산슬밥(15,400원), 매콤잡탕밥(15,400원), 주하탕수육(19,400원), 매콤탕수육(20,400원), 칠리탕수육(볶아서 나갑니다)(21,400원)"
금비,서울 광진구 뚝섬로 609-1 1층,3.3,"해물쟁반 짜장면(19,500원), 짬뽕(9,000원), 잡탕밥(15,000원), 레몬 탕수육(16,500원), 레몬 탕수육 미니 1+짜장면 1(23,000원), 레몬 탕수육 미니 1+짬뽕 1(24,500원), 탕수육(미니)+짜장면 1+짬뽕 1+미니 짬뽕 국물 1(31,500원), 짜장면(7,500원), 삼선짬뽕(12,500원), 차돌박이 짬뽕(12,500원), 새우볶음밥(9,000원), 류산슬(24,000원), 레몬 탕수육 미니 1+새우볶음밥 1(24,500원), 탕수육(미니) + 짜장면 2 + 미니 짬뽕 국물 2(31,000원), 사천탕면(백짬뽕)(12,500원), 우동(9,500원), 삼선 우동(12,500원), 중화 비빔면(간짬뽕)(12,000원), 짜장밥(8,500원), 짬뽕밥(9,500원), 삼선 볶음밥(11,500원), 중화 비빔밥(12,000원), 잡채밥(10,500원), 고추 잡채밥(11,500원), 류산슬밥(14,000원), 군만두(3,000원), 물만두 튀김(6,000원), 야채 춘권 튀김(3,000원), 공깃밥(1,000원), 미니 짬뽕 국물(1,000원)"
라화쿵부 건대점,서울 광진구 아차산로30길 42 1층,2.4,"마라탕 麻辣烫(500g) ~~고기 포함~~(11,900원), 완자야채쌀국수 鱼丸米线(9,000원), 소고기야채쌀국수 牛肉米线(9,000원), 꿔바로우 锅包肉(7,900원), 향라대하 香辣大虾(22,000원), 샤오롱바오（고기만두）4개 灌汤小笼包(5,000원), 셀프 마라탕 麻辣烫(1,900원), 셀프 마라향궈 麻辣香锅(2,700원), 마라탕1인분+꿔바로우 세트~~~추천~~~(16,800원), 마라탕 쌀국수 세트  A(25,500원), 마라탕 꿔바로우  세트 B(27,500원), 마라향궈  꿔바로우  세트C(40,500원), 야채쌀국수 蔬菜米线(9,000원), 양고기야채쌀국수 羊肉米线(9,000원), 마라룽샤麻辣龍蝦（매운가재볶음）(35,000원), 지삼선 地三鲜(18,000원), 볶음밥 炒饭(8,000원), 볶음면 炒面(9,000원), 공기밥 米饭(1,000원), 고기빠오즈 4개 发面小笼包(5,000원), 새우수정만두4개水晶虾饺(6,500원), 쇼마이 4개烧麦(6,500원), 삼선만두4개三鲜蒸饺(6,500원), 우유꽈배기（20:00마감）牛奶味麻花(2,000원), 해바라기꽈배기（20:00마감）葵花籽麻花(2,000원), 담백한맛 꽈배기（20:00마감）原味麻花(2,000원), 흑미고구마 꽈배기（20:00마감）黑米地瓜味麻花(2,000원), 차파이（복숭아） 蜜桃乌龙茶(2,500원), 차파이（자몽자스민차）西柚茉莉花茶(2,500원), 차파이（유자녹차） 柚子绿茶(2,500원)"
맛이차이나,서울 광진구 동일로 224,4.3,"짜장면(5,000원), 삼선짬뽕(7,500원), 볶음밥(6,000원), 게살스프(5,000원), 등심탕수육(중)(20,000원)"
향원,서울 광진구 뚝섬로58길 11 2층,4.3,"짜장면(7,000원), 간짜장(8,000원), 짬뽕(8,000원), 우동(8,000원), 쟁반짜장(1인분)(9,000원), 삼선볶음짬뽕(10,000원), 고기짬뽕(10,000원), 굴짬뽕(10,000원), 차돌박이짬뽕(11,000원), 백짬뽕(11,000원), 볶음밥(8,000원), 짬뽕밥(9,000원), 제육덮밥(9,000원), 새우볶음밥(10,000원), 삼선볶음밥(10,000원), 오징어덮밥(10,000원), 잡탕밥(15,000원), 술국(16,000원), 탕수육(25,000원), 찹쌀탕수육(28,000원)"
녹원양꼬치,서울 광진구 동일로30길 39,4.2,"양꼬치(12,000원), 양갈비살(15,000원), 고급양갈비(25,000원), 탕수육(13,000원), 어향육사(13,000원)"
천향마라탕 건대점,서울 광진구 아차산로30길 20 1층,3.5,"천향愛（애）마라탕＋꿔바로우＋탄산음료 1인세트(13,000원), 내맘대로 천향愛（애）마라탕(9,000원), 천향愛（애）셀프 마라탕(2,000원), 내맘대로 천향愛（애）마라상궈(15,000원), 천향愛（애）셀프마라상궈(2,000원), 꿔바러우(15,000원), 마파두부(10,000원), 중국물만두(6,000원), 천향愛（애）마라빤(12,000원), 옥시바삭(10,000원), 중국전병(2,000원), 마카오 구운 연유빵(3,000원), 공기밥(1,000원), 콜라355mL(2,000원), 스프라이트355mL(2,000원), 환타（파인애플）355mL(2,000원), 중국음료수（아이스티）500mL(3,000원), 복숭아맛 우롱차500mL(3,000원)"
금비중화요리전문점,서울 광진구 자양로 254 1층,2.6,"레몬탕수육 미니1+짜장면1(23,000원), 레몬탕수육 미니1+짬뽕1(24,500원), 레몬탕수육 미니1+새우볶음밥1(24,500원), 탕수육（미니）＋짜장면2＋미니짬뽕국물2(31,000원), 탕수육（미니）＋짬뽕1＋짜장면1＋미니짬뽕국물1(31,500원), 짜장면(7,500원), 삼선짬뽕(12,500원), 삼선볶음밥(11,500원), 레몬탕수육(16,500원), 사천탕수육(17,500원), 짬뽕(9,000원), 차돌박이 짬뽕(12,500원), 사천탕면（백짬뽕）(12,500원), 우동(9,500원), 삼선우동(12,500원), 짬뽕밥(9,500원), 삼선짬뽕밥(12,500원), 차돌박이 짬뽕밥(12,500원), 사천탕밥（백짬뽕）(12,500원), 새우볶음밥(9,000원), 고추잡채밥(11,500원), 류산슬밥(14,000원), 잡탕밥(15,000원), 군만두 (8개 )(6,000원), 군만두 4개(3,000원), 공기밥(1,000원), 물만두 튀김(6,000원), 미니 짬뽕국물(1,000원), 해물누룽지탕 (中)(33,000원), 해물누룽지탕 (小)(24,000원)"
화원식당,서울 광진구 능동로16길 56-6 지하1층,4.5,"파인애플 돼지고기튀김(16,000원), 새우튀김(10,000원), 토마토계란볶음(9,000원), 즈란양고기볶음(10,000원), 마라샹궈(12,000원), 마라탕(12,000원), 매운삼겹살볶음(10,000원), 매운곱창튀김(10,000원), 감자가지피망볶음(9,000원), 어향육슬(10,000원), 파인애플닭고기튀김(10,000원), 우육면(9,000원), 물만두(9,000원), 매운소고기사태볶음(13,000원), （마라）향라닭날개(10,000원), 닭가슴살튀김볶음(10,000원), 마라소간양볶음(10,000원), （마라）닭다리살무침(10,000원), 즈란돼지갈비(10,000원), 홍소돼지갈비(10,000원), 마라쪽갈비(10,000원), 즈란소고기볶음(10,000원), 참이슬 후레쉬(5,000원), 처음처럼(5,000원), 카스(5,000원), 칭따오(6,000원), 컵술(3,000원), 이과도주(4,000원), 연태고량주(32,000원), 설원(22,000원)"
예량,서울 광진구 구의강변로 85-1 1층,4.9,"짬뽕(10,000원), 미니탕수육(14,000원), 유니짜장면+계란후라이(8,000원), 새우볶음밥+계란후라이(10,000원), 해물 쟁반짜장(11,000원), 동파육(40,000원), 사천식 굴탕면(13,000원)"
요리왕,서울 광진구 긴고랑로13길 66 1층,3.1,"짜장면(6,000원), 짬뽕(7,500원), 우동(7,500원), 간짜장(7,000원), 쟁반 짜장(8,000원), 볶음짬뽕(9,000원), 삼선 간짜장(9,000원), 삼선우동(10,000원), 삼선울면(10,000원), 군만두(6,000원), 물만두(6,000원), 볶음밥(7,500원), 짜장밥(7,000원), 짬뽕밥(8,000원), 육개장(8,500원), 잡채밥(8,500원), 마파덮밥(8,500원), 제육덮밥(8,500원), 새우볶음밥(9,000원), 삼선볶음밥(10,000원), 삼선짜장밥(10,000원), 삼선 짬뽕밥(11,000원), 잡탕밥(14,000원), 산선통낙지짬뽕(14,000원), 삼선짬뽕(10,000원), 차돌짬뽕(10,000원), 굴짬뽕(10,000원), 홍합짬뽕(10,000원), 삼선불타는짬뽕(10,000원), 사천탕면(10,000원)"
미각,서울 광진구 능동로13길 117 1층,4.1,"짜장(7,000원), 짬뽕(9,000원), 간짜장(9,000원), 쟁반짜장(10,000원), 삼선짬뽕(12,000원), 삼선우동(12,000원), 삼선간짜장(11,000원), 볶음밥(8,000원), 마파두부밥(9,000원), 잡채밥(10,000원), 특밥(10,000원), 탕수육(소)(18,000원), 깐풍기(소)(25,000원), 군만두(7,000원), 물만두(7,000원)"
수림식당 자양점,서울 광진구 뚝섬로 548 1층,3.9,"국물탄탄면(10,000원), 비빔탄탄면(10,000원), 우육탕면(10,000원), 새우완탕면(10,000원), 가지만두 (5개)(7,500원), 마파두부덮밥(10,000원), 가지덮밥(10,000원), 동파육덮밥(13,000원), 탄탄국밥(10,000원), 우육국밥(10,000원)"
미친 양꼬치,"서울 광진구 아차산로33길 16-4 2,3층",2.3,"무한리필 1인(19,900원)"
양밍위황먼지미판 건대본점,서울 광진구 동일로24길 67 1층,4.3,"황먼지1人세트 소（황먼지330g＋공깃밥）(11,000원), 황먼지4人세트（황먼지1200g＋공깃밥4개or음료수2 중 택1）(36,000원), 황먼지 1人세트（대）(15,500원), 표고버섯(1,000원), 팽이버섯(1,000원), 목이버섯(1,000원), 감자(1,000원), 중국 당면(1,000원), 공깃밥(1,000원), 사이다(2,000원), 콜라(2,000원), 빙홍차 冰红茶 500mL(3,000원), 차파이 레몬 홍차 茶兀 柠檬红茶 500mL(3,000원), 차파이 유자녹차 茶兀 柚子绿茶 500mL(3,000원), 차파이 복숭아 우롱차 茶兀 蜜桃乌龙茶 500mL(3,000원), 말리밀차（자스민꿀차(3,000원), 나이차（밀크티）(3,000원), 칭다오(6,000원), 참이슬(4,000원)"
전설의짬뽕 아차산점,서울 광진구 자양로43길 42 2층,4.1,"간짜장(9,000원), 모듬쟁반짜장(12,500원), [[해장으로 좋아]]고기짬뽕(10,500원), [[해장으로 좋아]]고기짬뽕밥(10,500원), 삼선짬뽕(12,500원), 매운삼선짬뽕(13,000원), 새우게살볶음밥(10,500원), 고기튀김만두(8,000원), 탕수육+짜장+짬뽕(28,000원), 찹쌀탕수육(11,000원), [[모두가 좋아하는]]짜장면(7,500원), 삼선짜장(11,000원), 삼선간짜장(12,000원), 모듬해물볶음짬뽕(24,000원), 홍합짬뽕(10,500원), 홍합짬뽕밥(10,500원), 삼선짬뽕밥(12,500원), 소고기짬뽕(12,500원), 소고기짬뽕밥(12,500원), 매운삼선짬뽕밥(13,000원), 삼선백짬뽕(12,500원), 삼선백짬뽕밥(12,500원), 이과두주(7,000원), 고량주(7,000원), 연태고량주(소)(15,000원), 연태고량주(중)(25,000원), 연태고량주(대)(45,000원), 공부가주(소)(18,000원), 공부가주(중)(28,000원), 공부가주(대)(48,000원)"
